date,indicator_code,value,country
1996-12-06,FEDFUNDS,4.8674,US
1996-12-06,CPI,2.7956,US
1996-12-06,M2,12130.37,US
1996-12-06,GOLD,396.86,GLD
1996-12-06,OIL,67.67,OIL
1996-12-06,COPPER,3198.61,CPR
1996-12-06,EURUSD,0.87709,EU
1996-12-06,HIBOR,1.7527,HK
1996-12-07,FEDFUNDS,4.8245,US
1996-12-07,CPI,2.7354,US
1996-12-07,M2,12107.12,US
1996-12-07,GOLD,394.29,GLD
1996-12-07,OIL,67.11,OIL
1996-12-07,COPPER,3207.59,CPR
1996-12-07,EURUSD,0.870712,EU
1996-12-07,HIBOR,1.743,HK
1996-12-08,FEDFUNDS,4.7797,US
1996-12-08,CPI,2.743,US
1996-12-08,M2,12112.82,US
1996-12-08,GOLD,397.44,GLD
1996-12-08,OIL,67.32,OIL
1996-12-08,COPPER,3202.97,CPR
1996-12-08,EURUSD,0.871051,EU
1996-12-08,HIBOR,1.7563,HK
1996-12-09,FEDFUNDS,4.8637,US
1996-12-09,CPI,2.7544,US
1996-12-09,M2,12028.66,US
1996-12-09,GOLD,398.0,GLD
1996-12-09,OIL,67.47,OIL
1996-12-09,COPPER,3198.2,CPR
1996-12-09,EURUSD,0.874567,EU
1996-12-09,HIBOR,1.7659,HK
1996-12-10,FEDFUNDS,4.8844,US
1996-12-10,CPI,2.7517,US
1996-12-10,M2,12142.71,US
1996-12-10,GOLD,397.2,GLD
1996-12-10,OIL,66.77,OIL
1996-12-10,COPPER,3210.07,CPR
1996-12-10,EURUSD,0.87634,EU
1996-12-10,HIBOR,1.7593,HK
1996-12-11,FEDFUNDS,4.7772,US
1996-12-11,CPI,2.7785,US
1996-12-11,M2,12169.36,US
1996-12-11,GOLD,394.95,GLD
1996-12-11,OIL,67.97,OIL
1996-12-11,COPPER,3203.98,CPR
1996-12-11,EURUSD,0.874972,EU
1996-12-11,HIBOR,1.7329,HK
1996-12-12,FEDFUNDS,4.7303,US
1996-12-12,CPI,2.769,US
1996-12-12,M2,12078.99,US
1996-12-12,GOLD,399.16,GLD
1996-12-12,OIL,66.03,OIL
1996-12-12,COPPER,3195.77,CPR
1996-12-12,EURUSD,0.878236,EU
1996-12-12,HIBOR,1.7622,HK
1996-12-13,FEDFUNDS,4.7971,US
1996-12-13,CPI,2.7537,US
1996-12-13,M2,12081.91,US
1996-12-13,GOLD,398.24,GLD
1996-12-13,OIL,68.04,OIL
1996-12-13,COPPER,3201.07,CPR
1996-12-13,EURUSD,0.875386,EU
1996-12-13,HIBOR,1.7362,HK
1996-12-14,FEDFUNDS,4.8936,US
1996-12-14,CPI,2.7693,US
1996-12-14,M2,12115.84,US
1996-12-14,GOLD,396.86,GLD
1996-12-14,OIL,68.22,OIL
1996-12-14,COPPER,3200.62,CPR
1996-12-14,EURUSD,0.875154,EU
1996-12-14,HIBOR,1.75,HK
1996-12-15,FEDFUNDS,4.7574,US
1996-12-15,CPI,2.77,US
1996-12-15,M2,12096.73,US
1996-12-15,GOLD,398.46,GLD
1996-12-15,OIL,66.82,OIL
1996-12-15,COPPER,3202.47,CPR
1996-12-15,EURUSD,0.874073,EU
1996-12-15,HIBOR,1.7466,HK
1996-12-16,FEDFUNDS,4.8402,US
1996-12-16,CPI,2.7475,US
1996-12-16,M2,12160.47,US
1996-12-16,GOLD,399.03,GLD
1996-12-16,OIL,68.07,OIL
1996-12-16,COPPER,3200.69,CPR
1996-12-16,EURUSD,0.875742,EU
1996-12-16,HIBOR,1.7514,HK
1996-12-17,FEDFUNDS,4.8024,US
1996-12-17,CPI,2.7349,US
1996-12-17,M2,12093.61,US
1996-12-17,GOLD,398.79,GLD
1996-12-17,OIL,66.82,OIL
1996-12-17,COPPER,3199.5,CPR
1996-12-17,EURUSD,0.876111,EU
1996-12-17,HIBOR,1.7567,HK
1996-12-18,FEDFUNDS,4.7426,US
1996-12-18,CPI,2.7513,US
1996-12-18,M2,12173.75,US
1996-12-18,GOLD,399.72,GLD
1996-12-18,OIL,66.66,OIL
1996-12-18,COPPER,3197.59,CPR
1996-12-18,EURUSD,0.873684,EU
1996-12-18,HIBOR,1.7666,HK
1996-12-19,FEDFUNDS,4.8407,US
1996-12-19,CPI,2.7033,US
1996-12-19,M2,12160.27,US
1996-12-19,GOLD,393.1,GLD
1996-12-19,OIL,68.64,OIL
1996-12-19,COPPER,3207.37,CPR
1996-12-19,EURUSD,0.873626,EU
1996-12-19,HIBOR,1.7542,HK
1996-12-20,FEDFUNDS,4.8366,US
1996-12-20,CPI,2.7393,US
1996-12-20,M2,12140.51,US
1996-12-20,GOLD,397.27,GLD
1996-12-20,OIL,66.89,OIL
1996-12-20,COPPER,3210.77,CPR
1996-12-20,EURUSD,0.870337,EU
1996-12-20,HIBOR,1.7536,HK
1996-12-21,FEDFUNDS,4.7338,US
1996-12-21,CPI,2.7456,US
1996-12-21,M2,12081.93,US
1996-12-21,GOLD,402.62,GLD
1996-12-21,OIL,66.68,OIL
1996-12-21,COPPER,3202.46,CPR
1996-12-21,EURUSD,0.873178,EU
1996-12-21,HIBOR,1.762,HK
1996-12-22,FEDFUNDS,4.778,US
1996-12-22,CPI,2.7361,US
1996-12-22,M2,12210.86,US
1996-12-22,GOLD,399.09,GLD
1996-12-22,OIL,67.31,OIL
1996-12-22,COPPER,3215.21,CPR
1996-12-22,EURUSD,0.873149,EU
1996-12-22,HIBOR,1.745,HK
1996-12-23,FEDFUNDS,4.7638,US
1996-12-23,CPI,2.7733,US
1996-12-23,M2,12086.4,US
1996-12-23,GOLD,399.91,GLD
1996-12-23,OIL,66.59,OIL
1996-12-23,COPPER,3194.07,CPR
1996-12-23,EURUSD,0.872812,EU
1996-12-23,HIBOR,1.756,HK
1996-12-24,FEDFUNDS,4.8631,US
1996-12-24,CPI,2.7752,US
1996-12-24,M2,12135.66,US
1996-12-24,GOLD,398.9,GLD
1996-12-24,OIL,64.98,OIL
1996-12-24,COPPER,3204.46,CPR
1996-12-24,EURUSD,0.874492,EU
1996-12-24,HIBOR,1.75,HK
1996-12-25,FEDFUNDS,4.7702,US
1996-12-25,CPI,2.7668,US
1996-12-25,M2,12174.3,US
1996-12-25,GOLD,401.46,GLD
1996-12-25,OIL,66.94,OIL
1996-12-25,COPPER,3199.16,CPR
1996-12-25,EURUSD,0.878185,EU
1996-12-25,HIBOR,1.7499,HK
1996-12-26,FEDFUNDS,4.7775,US
1996-12-26,CPI,2.7215,US
1996-12-26,M2,12138.34,US
1996-12-26,GOLD,398.74,GLD
1996-12-26,OIL,67.77,OIL
1996-12-26,COPPER,3204.26,CPR
1996-12-26,EURUSD,0.875503,EU
1996-12-26,HIBOR,1.7587,HK
1996-12-27,FEDFUNDS,4.8292,US
1996-12-27,CPI,2.7728,US
1996-12-27,M2,12159.96,US
1996-12-27,GOLD,397.91,GLD
1996-12-27,OIL,66.66,OIL
1996-12-27,COPPER,3207.16,CPR
1996-12-27,EURUSD,0.873261,EU
1996-12-27,HIBOR,1.7516,HK
1996-12-28,FEDFUNDS,4.7677,US
1996-12-28,CPI,2.7919,US
1996-12-28,M2,12068.78,US
1996-12-28,GOLD,398.86,GLD
1996-12-28,OIL,67.64,OIL
1996-12-28,COPPER,3207.52,CPR
1996-12-28,EURUSD,0.874336,EU
1996-12-28,HIBOR,1.754,HK
1996-12-29,FEDFUNDS,4.7937,US
1996-12-29,CPI,2.6948,US
1996-12-29,M2,12079.12,US
1996-12-29,GOLD,400.26,GLD
1996-12-29,OIL,66.44,OIL
1996-12-29,COPPER,3203.82,CPR
1996-12-29,EURUSD,0.87969,EU
1996-12-29,HIBOR,1.7434,HK
1996-12-30,FEDFUNDS,4.7629,US
1996-12-30,CPI,2.8083,US
1996-12-30,M2,12099.37,US
1996-12-30,GOLD,393.01,GLD
1996-12-30,OIL,62.65,OIL
1996-12-30,COPPER,3236.33,CPR
1996-12-30,EURUSD,0.875024,EU
1996-12-30,HIBOR,1.5231,HK
1996-12-31,FEDFUNDS,4.6806,US
1996-12-31,CPI,2.7683,US
1996-12-31,M2,12137.85,US
1996-12-31,GOLD,395.73,GLD
1996-12-31,OIL,62.15,OIL
1996-12-31,COPPER,3241.95,CPR
1996-12-31,EURUSD,0.872352,EU
1996-12-31,HIBOR,1.5186,HK
1997-01-01,FEDFUNDS,4.7123,US
1997-01-01,CPI,2.7813,US
1997-01-01,M2,12084.67,US
1997-01-01,GOLD,391.02,GLD
1997-01-01,OIL,61.73,OIL
1997-01-01,COPPER,3247.11,CPR
1997-01-01,EURUSD,0.878561,EU
1997-01-01,HIBOR,1.5136,HK
1997-01-02,FEDFUNDS,4.7042,US
1997-01-02,CPI,2.7975,US
1997-01-02,M2,12146.61,US
1997-01-02,GOLD,389.59,GLD
1997-01-02,OIL,61.72,OIL
1997-01-02,COPPER,3243.83,CPR
1997-01-02,EURUSD,0.871185,EU
1997-01-02,HIBOR,1.5434,HK
1997-01-03,FEDFUNDS,4.7375,US
1997-01-03,CPI,2.7828,US
1997-01-03,M2,12109.94,US
1997-01-03,GOLD,388.97,GLD
1997-01-03,OIL,63.62,OIL
1997-01-03,COPPER,3240.48,CPR
1997-01-03,EURUSD,0.873591,EU
1997-01-03,HIBOR,1.5388,HK
1997-01-04,FEDFUNDS,4.774,US
1997-01-04,CPI,2.785,US
1997-01-04,M2,12139.27,US
1997-01-04,GOLD,390.45,GLD
1997-01-04,OIL,61.89,OIL
1997-01-04,COPPER,3239.79,CPR
1997-01-04,EURUSD,0.875056,EU
1997-01-04,HIBOR,1.5322,HK
1997-01-05,FEDFUNDS,4.8213,US
1997-01-05,CPI,2.7454,US
1997-01-05,M2,12233.58,US
1997-01-05,GOLD,393.16,GLD
1997-01-05,OIL,62.19,OIL
1997-01-05,COPPER,3238.75,CPR
1997-01-05,EURUSD,0.870725,EU
1997-01-05,HIBOR,1.5332,HK
1997-01-06,FEDFUNDS,4.6677,US
1997-01-06,CPI,2.8019,US
1997-01-06,M2,12096.72,US
1997-01-06,GOLD,387.86,GLD
1997-01-06,OIL,62.51,OIL
1997-01-06,COPPER,3243.33,CPR
1997-01-06,EURUSD,0.87259,EU
1997-01-06,HIBOR,1.5298,HK
1997-01-07,FEDFUNDS,4.8127,US
1997-01-07,CPI,2.7987,US
1997-01-07,M2,12139.03,US
1997-01-07,GOLD,389.64,GLD
1997-01-07,OIL,61.35,OIL
1997-01-07,COPPER,3238.87,CPR
1997-01-07,EURUSD,0.874599,EU
1997-01-07,HIBOR,1.5213,HK
1997-01-08,FEDFUNDS,4.7124,US
1997-01-08,CPI,2.8387,US
1997-01-08,M2,12146.02,US
1997-01-08,GOLD,389.16,GLD
1997-01-08,OIL,61.22,OIL
1997-01-08,COPPER,3232.21,CPR
1997-01-08,EURUSD,0.872442,EU
1997-01-08,HIBOR,1.527,HK
1997-01-09,FEDFUNDS,4.7081,US
1997-01-09,CPI,2.775,US
1997-01-09,M2,12146.94,US
1997-01-09,GOLD,392.21,GLD
1997-01-09,OIL,62.48,OIL
1997-01-09,COPPER,3240.83,CPR
1997-01-09,EURUSD,0.874388,EU
1997-01-09,HIBOR,1.508,HK
1997-01-10,FEDFUNDS,4.6301,US
1997-01-10,CPI,2.7727,US
1997-01-10,M2,12078.03,US
1997-01-10,GOLD,389.47,GLD
1997-01-10,OIL,62.04,OIL
1997-01-10,COPPER,3238.53,CPR
1997-01-10,EURUSD,0.871852,EU
1997-01-10,HIBOR,1.5202,HK
1997-01-11,FEDFUNDS,4.7392,US
1997-01-11,CPI,2.779,US
1997-01-11,M2,12158.41,US
1997-01-11,GOLD,391.74,GLD
1997-01-11,OIL,62.49,OIL
1997-01-11,COPPER,3239.03,CPR
1997-01-11,EURUSD,0.875288,EU
1997-01-11,HIBOR,1.528,HK
1997-01-12,FEDFUNDS,4.6259,US
1997-01-12,CPI,2.8102,US
1997-01-12,M2,12091.9,US
1997-01-12,GOLD,392.41,GLD
1997-01-12,OIL,60.33,OIL
1997-01-12,COPPER,3238.73,CPR
1997-01-12,EURUSD,0.871063,EU
1997-01-12,HIBOR,1.5197,HK
1997-01-13,FEDFUNDS,4.7315,US
1997-01-13,CPI,2.797,US
1997-01-13,M2,12118.49,US
1997-01-13,GOLD,388.61,GLD
1997-01-13,OIL,63.22,OIL
1997-01-13,COPPER,3234.17,CPR
1997-01-13,EURUSD,0.873789,EU
1997-01-13,HIBOR,1.5134,HK
1997-01-14,FEDFUNDS,4.6923,US
1997-01-14,CPI,2.7608,US
1997-01-14,M2,12171.74,US
1997-01-14,GOLD,392.6,GLD
1997-01-14,OIL,62.24,OIL
1997-01-14,COPPER,3240.18,CPR
1997-01-14,EURUSD,0.872541,EU
1997-01-14,HIBOR,1.5201,HK
1997-01-15,FEDFUNDS,4.677,US
1997-01-15,CPI,2.7906,US
1997-01-15,M2,12137.15,US
1997-01-15,GOLD,390.62,GLD
1997-01-15,OIL,62.5,OIL
1997-01-15,COPPER,3243.82,CPR
1997-01-15,EURUSD,0.876071,EU
1997-01-15,HIBOR,1.541,HK
1997-01-16,FEDFUNDS,4.651,US
1997-01-16,CPI,2.7642,US
1997-01-16,M2,12056.63,US
1997-01-16,GOLD,390.72,GLD
1997-01-16,OIL,60.9,OIL
1997-01-16,COPPER,3238.25,CPR
1997-01-16,EURUSD,0.876138,EU
1997-01-16,HIBOR,1.5285,HK
1997-01-17,FEDFUNDS,4.8044,US
1997-01-17,CPI,2.8059,US
1997-01-17,M2,12168.11,US
1997-01-17,GOLD,390.05,GLD
1997-01-17,OIL,61.89,OIL
1997-01-17,COPPER,3245.29,CPR
1997-01-17,EURUSD,0.876179,EU
1997-01-17,HIBOR,1.502,HK
1997-01-18,FEDFUNDS,4.653,US
1997-01-18,CPI,2.7693,US
1997-01-18,M2,12074.46,US
1997-01-18,GOLD,393.75,GLD
1997-01-18,OIL,63.62,OIL
1997-01-18,COPPER,3242.55,CPR
1997-01-18,EURUSD,0.875143,EU
1997-01-18,HIBOR,1.5406,HK
1997-01-19,FEDFUNDS,4.7448,US
1997-01-19,CPI,2.8001,US
1997-01-19,M2,12136.09,US
1997-01-19,GOLD,391.86,GLD
1997-01-19,OIL,63.26,OIL
1997-01-19,COPPER,3244.53,CPR
1997-01-19,EURUSD,0.874632,EU
1997-01-19,HIBOR,1.5173,HK
1997-01-20,FEDFUNDS,4.7354,US
1997-01-20,CPI,2.7556,US
1997-01-20,M2,12140.5,US
1997-01-20,GOLD,391.36,GLD
1997-01-20,OIL,62.44,OIL
1997-01-20,COPPER,3235.12,CPR
1997-01-20,EURUSD,0.875399,EU
1997-01-20,HIBOR,1.523,HK
1997-01-21,FEDFUNDS,4.722,US
1997-01-21,CPI,2.7963,US
1997-01-21,M2,12075.98,US
1997-01-21,GOLD,388.2,GLD
1997-01-21,OIL,62.54,OIL
1997-01-21,COPPER,3229.89,CPR
1997-01-21,EURUSD,0.875651,EU
1997-01-21,HIBOR,1.5419,HK
1997-01-22,FEDFUNDS,4.7409,US
1997-01-22,CPI,2.8059,US
1997-01-22,M2,12198.85,US
1997-01-22,GOLD,393.2,GLD
1997-01-22,OIL,64.0,OIL
1997-01-22,COPPER,3236.54,CPR
1997-01-22,EURUSD,0.873779,EU
1997-01-22,HIBOR,1.526,HK
1997-01-23,FEDFUNDS,4.6416,US
1997-01-23,CPI,2.7887,US
1997-01-23,M2,12120.8,US
1997-01-23,GOLD,393.71,GLD
1997-01-23,OIL,63.03,OIL
1997-01-23,COPPER,3244.73,CPR
1997-01-23,EURUSD,0.875855,EU
1997-01-23,HIBOR,1.5218,HK
1997-01-24,FEDFUNDS,4.737,US
1997-01-24,CPI,2.8041,US
1997-01-24,M2,12168.05,US
1997-01-24,GOLD,389.67,GLD
1997-01-24,OIL,62.54,OIL
1997-01-24,COPPER,3240.52,CPR
1997-01-24,EURUSD,0.874992,EU
1997-01-24,HIBOR,1.5328,HK
1997-01-25,FEDFUNDS,4.7099,US
1997-01-25,CPI,2.7704,US
1997-01-25,M2,12071.91,US
1997-01-25,GOLD,389.97,GLD
1997-01-25,OIL,62.67,OIL
1997-01-25,COPPER,3240.07,CPR
1997-01-25,EURUSD,0.873265,EU
1997-01-25,HIBOR,1.5289,HK
1997-01-26,FEDFUNDS,4.7304,US
1997-01-26,CPI,2.8029,US
1997-01-26,M2,12227.11,US
1997-01-26,GOLD,394.88,GLD
1997-01-26,OIL,62.46,OIL
1997-01-26,COPPER,3242.59,CPR
1997-01-26,EURUSD,0.876689,EU
1997-01-26,HIBOR,1.534,HK
1997-01-27,FEDFUNDS,4.7045,US
1997-01-27,CPI,2.7644,US
1997-01-27,M2,12160.61,US
1997-01-27,GOLD,391.56,GLD
1997-01-27,OIL,62.67,OIL
1997-01-27,COPPER,3243.61,CPR
1997-01-27,EURUSD,0.873065,EU
1997-01-27,HIBOR,1.5161,HK
1997-01-28,FEDFUNDS,4.776,US
1997-01-28,CPI,2.7856,US
1997-01-28,M2,12078.38,US
1997-01-28,GOLD,390.56,GLD
1997-01-28,OIL,62.5,OIL
1997-01-28,COPPER,3238.35,CPR
1997-01-28,EURUSD,0.877936,EU
1997-01-28,HIBOR,1.5293,HK
1997-01-29,FEDFUNDS,4.6479,US
1997-01-29,CPI,2.7935,US
1997-01-29,M2,12195.91,US
1997-01-29,GOLD,397.71,GLD
1997-01-29,OIL,61.8,OIL
1997-01-29,COPPER,3241.02,CPR
1997-01-29,EURUSD,0.871749,EU
1997-01-29,HIBOR,1.5268,HK
1997-01-30,FEDFUNDS,4.7463,US
1997-01-30,CPI,2.7945,US
1997-01-30,M2,12063.25,US
1997-01-30,GOLD,392.68,GLD
1997-01-30,OIL,63.64,OIL
1997-01-30,COPPER,3247.69,CPR
1997-01-30,EURUSD,0.875186,EU
1997-01-30,HIBOR,1.5207,HK
1997-01-31,FEDFUNDS,4.7673,US
1997-01-31,CPI,2.7861,US
1997-01-31,M2,11991.01,US
1997-01-31,GOLD,387.68,GLD
1997-01-31,OIL,63.27,OIL
1997-01-31,COPPER,3247.55,CPR
1997-01-31,EURUSD,0.874211,EU
1997-01-31,HIBOR,1.5132,HK
1997-02-01,FEDFUNDS,4.7074,US
1997-02-01,CPI,2.7632,US
1997-02-01,M2,12104.76,US
1997-02-01,GOLD,394.61,GLD
1997-02-01,OIL,61.68,OIL
1997-02-01,COPPER,3236.93,CPR
1997-02-01,EURUSD,0.871774,EU
1997-02-01,HIBOR,1.5233,HK
1997-02-02,FEDFUNDS,4.6749,US
1997-02-02,CPI,2.8019,US
1997-02-02,M2,12102.03,US
1997-02-02,GOLD,394.48,GLD
1997-02-02,OIL,62.65,OIL
1997-02-02,COPPER,3243.28,CPR
1997-02-02,EURUSD,0.871648,EU
1997-02-02,HIBOR,1.5215,HK
1997-02-03,FEDFUNDS,4.7376,US
1997-02-03,CPI,2.7957,US
1997-02-03,M2,12135.23,US
1997-02-03,GOLD,391.36,GLD
1997-02-03,OIL,61.25,OIL
1997-02-03,COPPER,3228.86,CPR
1997-02-03,EURUSD,0.872229,EU
1997-02-03,HIBOR,1.5314,HK
1997-02-04,FEDFUNDS,4.7624,US
1997-02-04,CPI,2.8117,US
1997-02-04,M2,12133.87,US
1997-02-04,GOLD,391.57,GLD
1997-02-04,OIL,62.19,OIL
1997-02-04,COPPER,3232.36,CPR
1997-02-04,EURUSD,0.874818,EU
1997-02-04,HIBOR,1.5147,HK
1997-02-05,FEDFUNDS,4.6919,US
1997-02-05,CPI,2.7691,US
1997-02-05,M2,12114.1,US
1997-02-05,GOLD,392.94,GLD
1997-02-05,OIL,62.82,OIL
1997-02-05,COPPER,3236.05,CPR
1997-02-05,EURUSD,0.874946,EU
1997-02-05,HIBOR,1.5205,HK
1997-02-06,FEDFUNDS,4.6218,US
1997-02-06,CPI,2.8077,US
1997-02-06,M2,12085.11,US
1997-02-06,GOLD,392.27,GLD
1997-02-06,OIL,61.55,OIL
1997-02-06,COPPER,3244.79,CPR
1997-02-06,EURUSD,0.876958,EU
1997-02-06,HIBOR,1.5238,HK
1997-02-07,FEDFUNDS,4.7495,US
1997-02-07,CPI,2.7758,US
1997-02-07,M2,12101.61,US
1997-02-07,GOLD,388.87,GLD
1997-02-07,OIL,63.02,OIL
1997-02-07,COPPER,3246.83,CPR
1997-02-07,EURUSD,0.873502,EU
1997-02-07,HIBOR,1.5216,HK
1997-02-08,FEDFUNDS,4.6891,US
1997-02-08,CPI,2.7627,US
1997-02-08,M2,12091.72,US
1997-02-08,GOLD,388.72,GLD
1997-02-08,OIL,60.63,OIL
1997-02-08,COPPER,3242.38,CPR
1997-02-08,EURUSD,0.87247,EU
1997-02-08,HIBOR,1.5208,HK
1997-02-09,FEDFUNDS,4.5895,US
1997-02-09,CPI,2.7906,US
1997-02-09,M2,12082.85,US
1997-02-09,GOLD,389.86,GLD
1997-02-09,OIL,62.88,OIL
1997-02-09,COPPER,3240.29,CPR
1997-02-09,EURUSD,0.87506,EU
1997-02-09,HIBOR,1.5217,HK
1997-02-10,FEDFUNDS,4.7464,US
1997-02-10,CPI,2.773,US
1997-02-10,M2,12116.88,US
1997-02-10,GOLD,390.65,GLD
1997-02-10,OIL,62.75,OIL
1997-02-10,COPPER,3238.02,CPR
1997-02-10,EURUSD,0.875968,EU
1997-02-10,HIBOR,1.5265,HK
1997-02-11,FEDFUNDS,4.6933,US
1997-02-11,CPI,2.8034,US
1997-02-11,M2,12097.5,US
1997-02-11,GOLD,389.83,GLD
1997-02-11,OIL,61.54,OIL
1997-02-11,COPPER,3235.53,CPR
1997-02-11,EURUSD,0.875084,EU
1997-02-11,HIBOR,1.5192,HK
1997-02-12,FEDFUNDS,4.707,US
1997-02-12,CPI,2.806,US
1997-02-12,M2,12161.54,US
1997-02-12,GOLD,391.33,GLD
1997-02-12,OIL,60.63,OIL
1997-02-12,COPPER,3243.32,CPR
1997-02-12,EURUSD,0.870544,EU
1997-02-12,HIBOR,1.5123,HK
1997-02-13,FEDFUNDS,4.7143,US
1997-02-13,CPI,2.8196,US
1997-02-13,M2,11993.37,US
1997-02-13,GOLD,388.05,GLD
1997-02-13,OIL,61.61,OIL
1997-02-13,COPPER,3244.36,CPR
1997-02-13,EURUSD,0.871197,EU
1997-02-13,HIBOR,1.5132,HK
1997-02-14,FEDFUNDS,4.783,US
1997-02-14,CPI,2.8065,US
1997-02-14,M2,12087.06,US
1997-02-14,GOLD,393.14,GLD
1997-02-14,OIL,62.25,OIL
1997-02-14,COPPER,3236.36,CPR
1997-02-14,EURUSD,0.873034,EU
1997-02-14,HIBOR,1.5149,HK
1997-02-15,FEDFUNDS,4.6685,US
1997-02-15,CPI,2.798,US
1997-02-15,M2,12167.96,US
1997-02-15,GOLD,388.23,GLD
1997-02-15,OIL,62.71,OIL
1997-02-15,COPPER,3235.68,CPR
1997-02-15,EURUSD,0.874316,EU
1997-02-15,HIBOR,1.5242,HK
1997-02-16,FEDFUNDS,4.7731,US
1997-02-16,CPI,2.7884,US
1997-02-16,M2,12129.9,US
1997-02-16,GOLD,394.37,GLD
1997-02-16,OIL,63.47,OIL
1997-02-16,COPPER,3246.16,CPR
1997-02-16,EURUSD,0.875962,EU
1997-02-16,HIBOR,1.5263,HK
1997-02-17,FEDFUNDS,4.8044,US
1997-02-17,CPI,2.8036,US
1997-02-17,M2,12083.57,US
1997-02-17,GOLD,391.32,GLD
1997-02-17,OIL,62.51,OIL
1997-02-17,COPPER,3233.94,CPR
1997-02-17,EURUSD,0.873306,EU
1997-02-17,HIBOR,1.5383,HK
1997-02-18,FEDFUNDS,4.6655,US
1997-02-18,CPI,2.7991,US
1997-02-18,M2,12133.11,US
1997-02-18,GOLD,393.04,GLD
1997-02-18,OIL,61.56,OIL
1997-02-18,COPPER,3237.01,CPR
1997-02-18,EURUSD,0.874568,EU
1997-02-18,HIBOR,1.5149,HK
1997-02-19,FEDFUNDS,4.7998,US
1997-02-19,CPI,2.7925,US
1997-02-19,M2,12160.11,US
1997-02-19,GOLD,389.12,GLD
1997-02-19,OIL,62.65,OIL
1997-02-19,COPPER,3253.35,CPR
1997-02-19,EURUSD,0.874352,EU
1997-02-19,HIBOR,1.51,HK
1997-02-20,FEDFUNDS,4.7793,US
1997-02-20,CPI,2.7794,US
1997-02-20,M2,12053.04,US
1997-02-20,GOLD,388.86,GLD
1997-02-20,OIL,61.23,OIL
1997-02-20,COPPER,3243.51,CPR
1997-02-20,EURUSD,0.872762,EU
1997-02-20,HIBOR,1.5125,HK
1997-02-21,FEDFUNDS,4.7038,US
1997-02-21,CPI,2.7974,US
1997-02-21,M2,12161.97,US
1997-02-21,GOLD,393.58,GLD
1997-02-21,OIL,61.91,OIL
1997-02-21,COPPER,3245.98,CPR
1997-02-21,EURUSD,0.872887,EU
1997-02-21,HIBOR,1.5383,HK
1997-02-22,FEDFUNDS,4.7534,US
1997-02-22,CPI,2.7942,US
1997-02-22,M2,12038.05,US
1997-02-22,GOLD,393.06,GLD
1997-02-22,OIL,61.81,OIL
1997-02-22,COPPER,3237.84,CPR
1997-02-22,EURUSD,0.87282,EU
1997-02-22,HIBOR,1.5152,HK
1997-02-23,FEDFUNDS,4.7471,US
1997-02-23,CPI,2.7974,US
1997-02-23,M2,12120.06,US
1997-02-23,GOLD,394.86,GLD
1997-02-23,OIL,61.18,OIL
1997-02-23,COPPER,3242.33,CPR
1997-02-23,EURUSD,0.871805,EU
1997-02-23,HIBOR,1.5268,HK
1997-02-24,FEDFUNDS,4.7511,US
1997-02-24,CPI,2.7916,US
1997-02-24,M2,12142.76,US
1997-02-24,GOLD,392.28,GLD
1997-02-24,OIL,62.57,OIL
1997-02-24,COPPER,3233.98,CPR
1997-02-24,EURUSD,0.876216,EU
1997-02-24,HIBOR,1.5387,HK
1997-02-25,FEDFUNDS,4.7786,US
1997-02-25,CPI,2.7837,US
1997-02-25,M2,12215.76,US
1997-02-25,GOLD,391.61,GLD
1997-02-25,OIL,63.12,OIL
1997-02-25,COPPER,3244.31,CPR
1997-02-25,EURUSD,0.877347,EU
1997-02-25,HIBOR,1.5053,HK
1997-02-26,FEDFUNDS,4.6828,US
1997-02-26,CPI,2.7994,US
1997-02-26,M2,12105.51,US
1997-02-26,GOLD,390.39,GLD
1997-02-26,OIL,63.38,OIL
1997-02-26,COPPER,3238.09,CPR
1997-02-26,EURUSD,0.87508,EU
1997-02-26,HIBOR,1.525,HK
1997-02-27,FEDFUNDS,4.7111,US
1997-02-27,CPI,2.7426,US
1997-02-27,M2,12024.38,US
1997-02-27,GOLD,390.6,GLD
1997-02-27,OIL,63.94,OIL
1997-02-27,COPPER,3237.3,CPR
1997-02-27,EURUSD,0.874414,EU
1997-02-27,HIBOR,1.542,HK
1997-02-28,FEDFUNDS,4.7243,US
1997-02-28,CPI,2.7991,US
1997-02-28,M2,12133.04,US
1997-02-28,GOLD,389.44,GLD
1997-02-28,OIL,61.49,OIL
1997-02-28,COPPER,3238.39,CPR
1997-02-28,EURUSD,0.874446,EU
1997-02-28,HIBOR,1.5139,HK
1997-03-01,FEDFUNDS,4.6977,US
1997-03-01,CPI,2.7941,US
1997-03-01,M2,12177.44,US
1997-03-01,GOLD,395.83,GLD
1997-03-01,OIL,61.61,OIL
1997-03-01,COPPER,3242.32,CPR
1997-03-01,EURUSD,0.872497,EU
1997-03-01,HIBOR,1.515,HK
1997-03-02,FEDFUNDS,4.6364,US
1997-03-02,CPI,2.8234,US
1997-03-02,M2,12096.16,US
1997-03-02,GOLD,393.03,GLD
1997-03-02,OIL,61.34,OIL
1997-03-02,COPPER,3229.17,CPR
1997-03-02,EURUSD,0.877878,EU
1997-03-02,HIBOR,1.5051,HK
1997-03-03,FEDFUNDS,4.6707,US
1997-03-03,CPI,2.8129,US
1997-03-03,M2,12121.93,US
1997-03-03,GOLD,390.74,GLD
1997-03-03,OIL,63.25,OIL
